Emotion,Suddenness,Goal_relevance,Conduciveness,Power,Urgency,Effort
Anxiety,0.14761,0.50309,0.05769,0.00131,0.82234,0.56899
Anxiety,0.17187,0.52815,0.00947,0.03364,0.83385,0.42442
Anxiety,0.22017,0.49974,0.04406,0.15755,0.87207,0.58539
Anxiety,0.07914,0.52568,0.0171,0.17743,0.83573,0.5911
Anxiety,0.04273,0.54547,0.11163,0.12277,0.99009,0.55373
Anxiety,0.06218,0.55964,0.00481,0.1121,0.96787,0.56093
Anxiety,0.02901,0.56218,0.12451,0.11006,0.98202,0.4114
Anxiety,0.05503,0.63846,0.01511,0.15238,0.96338,0.44805
Anxiety,0.07346,0.55059,0.03095,0.07774,0.90704,0.59812
Anxiety,0.03738,0.50893,0.03008,0.0822,0.81376,0.59376
Anxiety,0.00415,0.57378,0.00918,0.04743,0.8318,0.5439
Anxiety,0.03509,0.53154,0.03651,0.03483,0.82259,0.55193
Anxiety,0.08367,0.43669,0.01001,0.13211,0.97875,0.50856
Anxiety,0.05126,0.46226,0.00826,0.04041,0.83512,0.53804
Anxiety,0.02446,0.50907,0.02256,0.28077,0.90615,0.5281
Anxiety,0.05287,0.54689,0.01595,0.03046,0.93018,0.5541
Anxiety,0.03692,0.46981,0.00255,0.07819,0.8792,0.42272
Anxiety,0.05923,0.46751,0.03175,0.13056,0.88306,0.52008
Anxiety,0.1211,0.52607,0.03633,0.01513,0.82605,0.512
Anxiety,0.07527,0.52792,0.0198,0.02133,0.87555,0.49994
Anxiety,0.14789,0.59933,0.05771,0.09893,0.92121,0.53246
Anxiety,0.17422,0.53906,0.06418,0.01425,0.99741,0.55449
Anxiety,0.09162,0.5638,0.00684,0.01286,0.92375,0.58043
Anxiety,0.12183,0.4503,0.04147,0.08923,0.88846,0.54486
Anxiety,0.00652,0.62237,0.04465,0.02418,0.91241,0.45209
Anxiety,0.07108,0.50059,0.06189,0.12091,0.98897,0.59265
Anxiety,0.00893,0.53088,0.01944,0.08353,0.99405,0.5716
Anxiety,0.04943,0.47805,0.05004,0.02733,0.95453,0.46253
Anxiety,0.21369,0.47515,0.01172,0.04475,0.9844,0.5375
Anxiety,0.02644,0.42974,0.01114,0.05939,0.9525,0.46799
Anxiety,0.08342,0.47896,0.00402,0.03189,0.80649,0.44909
Anxiety,0.06979,0.48766,0.00883,0.01083,0.83134,0.46012
Anxiety,0.15742,0.62867,0.09745,0.13636,0.99368,0.59722
Anxiety,0.0305,0.4951,0.05972,0.00242,0.8393,0.5029
Anxiety,0.00576,0.59374,0.06354,0.05881,0.82095,0.59658
Anxiety,0.01301,0.53537,0.03893,0.00479,0.90401,0.44741
Anxiety,0.04462,0.50584,0.02525,0.07185,0.90066,0.40428
Anxiety,0.0797,0.53536,0.02109,0.12208,0.96387,0.40636
Anxiety,0.07278,0.42022,0.01849,0.04871,0.90002,0.47939
Anxiety,0.0848,0.52848,0.05722,0.06631,0.81995,0.40863
Anxiety,0.04142,0.42794,0.02927,0.06334,0.93574,0.46092
Anxiety,0.09447,0.46725,0.02037,0.01808,0.93676,0.46508
Anxiety,0.12041,0.50232,0.01386,0.10189,0.98903,0.50175
Anxiety,0.02202,0.35269,0.07323,0.16316,0.80806,0.58526
Anxiety,0.1654,0.52917,0.07059,0.11042,0.97485,0.57946
Anxiety,0.00603,0.55483,0.09108,0.11572,0.94757,0.42411
Anxiety,0.06402,0.52538,0.01687,0.09971,0.85438,0.474
Anxiety,0.07426,0.41029,0.00311,0.0087,0.99772,0.59591
Anxiety,0.10871,0.51518,0.09567,0.00202,0.85954,0.52845
Anxiety,0.0268,0.5826,0.04016,0.04267,0.91217,0.43431
Anxiety,0.00364,0.53555,0.04791,0.05269,0.9553,0.57743
Anxiety,0.00616,0.45107,0.08501,0.08089,0.99459,0.4713
Anxiety,0.04607,0.52917,0.08742,0.00364,0.86872,0.45835
Anxiety,0.09329,0.51903,0.04286,0.13161,0.99445,0.49919
Anxiety,0.0277,0.469,0.02922,0.04254,0.98605,0.51065
Anxiety,0.08445,0.50887,0.05592,0.02741,0.81097,0.49125
Anxiety,0.06608,0.52295,0.12677,0.01014,0.918,0.52789
Anxiety,0.13821,0.55538,0.05266,0.1218,0.82159,0.45598
Anxiety,0.13957,0.51814,0.09162,0.00266,0.82395,0.57869
Anxiety,0.09441,0.5518,0.10365,0.08324,0.93951,0.48341
Anxiety,0.00094,0.55457,0.02938,0.02329,0.89735,0.58098
Anxiety,0.09541,0.48653,0.01363,0.00271,0.81938,0.57517
Anxiety,0.12979,0.55916,0.13365,0.04544,0.84645,0.57337
Anxiety,0.18758,0.49239,0.08999,0.02671,0.83953,0.57084
Anxiety,0.04763,0.48225,0.03562,0.08085,0.81489,0.43982
Anxiety,0.22866,0.58254,0.04316,0.03395,0.96922,0.48542
Anxiety,0.07693,0.44254,0.06357,0.06869,0.81309,0.49279
Anxiety,0.10728,0.47147,0.0136,0.02285,0.84151,0.4042
Anxiety,0.10869,0.49252,0.03626,0.03895,0.82308,0.44321
Anxiety,0.04046,0.46947,0.07683,0.11775,0.92291,0.44595
Anxiety,0.14235,0.41455,0.04079,0.13426,0.81443,0.59365
Anxiety,0.03597,0.46563,0.03616,0.01307,0.99998,0.58034
Anxiety,0.01207,0.52844,0.00332,0.16692,0.82133,0.48505
Anxiety,0.04917,0.54515,0.1239,0.06656,0.89248,0.55678
Anxiety,0.06406,0.52962,0.07209,0.11731,0.9077,0.50081
Anxiety,0.01649,0.51423,0.09473,0.16528,0.80826,0.59884
Anxiety,0.01581,0.54167,0.05233,0.01924,0.86251,0.43078
Anxiety,0.08592,0.46712,0.03634,0.03614,0.84085,0.5434
Anxiety,0.0524,0.533,0.06453,0.28943,0.91924,0.56828
Anxiety,0.07183,0.46721,0.05163,0.21141,0.89302,0.48772
Anxiety,0.01807,0.55174,0.04945,0.10182,0.98435,0.44147
Anxiety,0.09757,0.48065,0.02255,0.05606,0.92266,0.42691
Anxiety,0.17687,0.45897,0.05034,0.03193,0.8639,0.43075
Anxiety,0.02254,0.52509,0.01232,0.00828,0.80655,0.43845
Anxiety,0.01046,0.59484,0.01716,0.13025,0.88631,0.56897
Anxiety,0.07464,0.53785,0.06002,0.0843,0.86674,0.53484
Anxiety,0.05626,0.52688,0.07849,0.00366,0.86869,0.40281
Anxiety,0.10206,0.50063,0.10179,0.02158,0.80963,0.54807
Anxiety,0.04142,0.44192,0.04239,0.13008,0.91032,0.48139
Anxiety,0.09036,0.52012,0.0483,0.00046,0.93888,0.53926
Anxiety,0.08282,0.51241,0.09458,0.0548,0.84881,0.40658
Anxiety,0.10374,0.45519,0.01166,0.14792,0.82187,0.54399
Anxiety,0.16875,0.47849,0.03311,0.09548,0.82441,0.57498
Anxiety,0.12073,0.54121,0.00522,0.08944,0.94254,0.41285
Anxiety,0.12712,0.4642,0.04324,0.15354,0.89564,0.54922
Anxiety,0.13712,0.58828,0.00501,0.05085,0.85515,0.59885
Anxiety,0.0645,0.56016,0.00034,0.07861,0.82346,0.57407
Anxiety,0.15736,0.53118,0.03598,0.11595,0.87782,0.45247
Anxiety,0.00043,0.54624,0.02625,0.04769,0.84998,0.42388
Anxiety,0.08152,0.46454,0.08237,0.16182,0.88788,0.51775
Anxiety,0.10794,0.6012,0.02894,0.01292,0.91642,0.45096
Anxiety,0.0161,0.54222,0.03875,0.18481,0.85141,0.58574
Anxiety,0.027,0.52835,0.02023,0.07259,0.80997,0.42221
Anxiety,0.15871,0.34432,0.06947,0.00858,0.8248,0.4726
Anxiety,0.11665,0.63268,0.00032,0.10757,0.99227,0.5364
Anxiety,0.01954,0.53662,0.00474,0.00409,0.93081,0.54575
Anxiety,0.22172,0.4742,0.03801,0.06116,0.82943,0.57635
Anxiety,0.01808,0.48198,0.01758,0.03258,0.88975,0.59309
Anxiety,0.12498,0.43124,0.01196,0.02075,0.94582,0.50657
Anxiety,0.04225,0.39548,0.06096,0.122,0.88143,0.52693
Anxiety,0.02199,0.65137,0.02453,0.05522,0.88703,0.42783
Anxiety,0.08679,0.54549,0.07806,0.08775,0.99914,0.57779
Anxiety,0.01989,0.59565,0.05853,0.05002,0.91534,0.4859
Anxiety,0.19195,0.44451,0.00632,0.04114,0.93331,0.53509
Anxiety,0.13486,0.49188,0.01907,0.15719,0.92184,0.53091
Anxiety,0.00304,0.46723,0.0086,0.054,0.96227,0.5145
Anxiety,0.00012,0.55573,0.10024,0.01046,0.83186,0.56799
Anxiety,0.072,0.51468,0.08102,0.03872,0.82383,0.5396
Anxiety,0.24582,0.53029,0.02641,0.22491,0.92654,0.59127
Anxiety,0.00213,0.53997,0.04171,0.00698,0.93547,0.45041
Anxiety,0.00984,0.53904,0.00318,0.08469,0.96524,0.40255
Anxiety,0.12738,0.46713,0.04465,0.12231,0.85173,0.5038
Anxiety,0.09326,0.49113,0.04032,0.06403,0.84571,0.53375
Anxiety,0.01264,0.5764,0.0244,0.15066,0.85375,0.45785
Anxiety,0.06365,0.46661,0.03213,0.12779,0.88708,0.45418
Anxiety,0.08134,0.42902,0.02842,0.01409,0.97437,0.49007
Anxiety,0.06331,0.56443,0.03485,0.04522,0.9526,0.4103
Anxiety,0.04605,0.50114,0.05157,0.01862,0.81377,0.58406
Anxiety,0.01115,0.53991,0.01492,0.10937,0.91543,0.45259
Anxiety,0.21501,0.41167,0.0241,0.04031,0.95286,0.54787
Anxiety,0.01978,0.50693,0.05671,0.15763,0.89525,0.52114
Anxiety,0.06428,0.45565,0.02364,0.02824,0.89829,0.48975
Anxiety,0.00486,0.56563,0.02533,0.02708,0.86436,0.55958
Anxiety,0.11849,0.51627,0.06813,0.07943,0.86678,0.52359
Anxiety,0.0891,0.56678,0.00197,0.05102,0.83851,0.54193
Anxiety,0.04424,0.54573,0.02823,0.02158,0.8592,0.44451
Anxiety,0.04096,0.45643,0.09394,0.02955,0.97725,0.48696
Anxiety,0.0348,0.43684,0.06074,0.04886,0.83308,0.40991
Anxiety,0.00099,0.49017,0.029,0.0348,0.82485,0.51139
Anxiety,0.15027,0.4378,0.03196,0.1407,0.91898,0.44499
Anxiety,0.08333,0.39,0.0474,0.14988,0.80626,0.41075
Anxiety,0.13362,0.46576,0.04821,0.23649,0.91252,0.57316
Anxiety,0.03508,0.49116,0.07651,0.06371,0.99032,0.58882
Anxiety,0.10527,0.55834,0.06951,0.06041,0.92629,0.47789
Anxiety,0.03985,0.55177,0.09445,0.12805,0.93502,0.5038
Anxiety,0.03276,0.50675,0.01851,0.00529,0.97831,0.55261
Anxiety,0.01195,0.49831,0.00291,0.0816,0.96338,0.57696
Anxiety,0.08959,0.54517,0.0643,0.0647,0.94064,0.48702
Anxiety,0.11023,0.44385,0.0363,0.04669,0.94271,0.48236
Anxiety,0.00901,0.5549,0.02121,0.02993,0.80596,0.41006
Anxiety,0.01864,0.4891,0.02653,0.01865,0.9649,0.5272
Anxiety,0.05161,0.58787,0.00204,0.11409,0.97801,0.5361
Anxiety,0.07616,0.52606,0.03388,0.11389,0.84576,0.45335
Anxiety,0.00699,0.46439,0.02982,0.03055,0.93796,0.41691
Anxiety,0.06859,0.60852,0.01064,0.12429,0.92758,0.41245
Anxiety,0.07088,0.45853,0.03317,0.2131,0.88482,0.56372
Anxiety,0.01458,0.57527,0.06376,0.02498,0.94912,0.40648
Anxiety,0.03256,0.51207,0.02223,0.00978,0.85479,0.48685
Anxiety,0.03797,0.47292,0.06329,0.0258,0.80465,0.414
Anxiety,0.06302,0.42348,0.01057,0.20761,0.8229,0.51056
Anxiety,0.02263,0.55972,0.09448,0.12852,0.82695,0.51595
Anxiety,0.09639,0.50067,0.07142,0.03718,0.83658,0.40854
Anxiety,0.09766,0.39626,0.01398,0.02224,0.97326,0.58999
Anxiety,0.00887,0.54082,0.05496,0.16152,0.9066,0.42395
Anxiety,0.04884,0.41411,0.00741,0.00678,0.80739,0.44464
Anxiety,0.11408,0.52194,0.01509,0.18301,0.86706,0.56928
Anxiety,0.04184,0.46404,0.01549,0.00484,0.8887,0.55063
Anxiety,0.02024,0.48258,0.0758,0.07089,0.89722,0.40888
Anxiety,0.01332,0.589,0.04181,0.1368,0.93132,0.40476
Anxiety,0.03158,0.51597,0.0075,0.01444,0.92676,0.58541
Anxiety,0.094,0.58514,0.06562,0.28153,0.9919,0.42206
Anxiety,0.10197,0.42216,0.05317,0.11554,0.87316,0.40051
Anxiety,0.01561,0.58478,0.03981,0.0111,0.99587,0.51153
Anxiety,0.08969,0.49431,0.09169,0.07432,0.83942,0.47423
Anxiety,0.05969,0.41391,0.00522,0.05302,0.871,0.51991
Anxiety,0.01175,0.51484,0.00236,0.09498,0.85695,0.46248
Anxiety,0.03453,0.49046,0.04613,0.02809,0.8981,0.52269
Anxiety,0.01226,0.42965,0.0813,0.0233,0.97317,0.4602
Anxiety,0.14007,0.53971,0.06172,0.02363,0.99833,0.5181
Anxiety,0.23256,0.48177,0.04132,0.10044,0.98856,0.55521
Anxiety,0.02615,0.57902,0.01591,0.10848,0.96563,0.43752
Anxiety,0.00599,0.56942,0.02427,0.03316,0.89332,0.44268
Anxiety,0.01286,0.52899,0.01699,0.06418,0.99442,0.42988
Anxiety,0.06038,0.47389,0.05568,0.13005,0.89164,0.4162
Anxiety,0.03897,0.50587,0.05087,0.06232,0.99418,0.44966
Anxiety,0.02261,0.57256,0.08929,0.2038,0.86182,0.50722
Anxiety,0.01704,0.47512,0.04039,0.01878,0.92213,0.48798
Anxiety,0.07173,0.45353,0.02489,0.01036,0.89908,0.43729
Anxiety,0.03402,0.48241,0.05128,0.00432,0.84968,0.48923
Anxiety,0.08074,0.52702,0.01151,0.08065,0.99101,0.50043
Anxiety,0.11677,0.53705,0.00691,0.14101,0.81907,0.51828
Anxiety,0.05558,0.49526,0.01185,0.03464,0.85588,0.42403
Anxiety,0.09535,0.44076,0.06411,0.03441,0.96175,0.47596
Anxiety,0.09587,0.51116,0.02675,0.08098,0.88543,0.56197
Anxiety,0.15072,0.53481,0.02074,0.14598,0.84005,0.49099
Anxiety,0.02664,0.40611,0.02642,0.07601,0.81195,0.44314
Anxiety,0.02739,0.52919,0.00473,0.09488,0.82465,0.59847
Anxiety,0.10304,0.48615,0.00442,0.08317,0.8979,0.54439
Anxiety,0.24477,0.51208,0.04252,0.30672,0.92407,0.59207
Anxiety,0.125,0.41407,0.01262,0.05298,0.84605,0.53087
Anxiety,0.08866,0.52606,0.02729,0.072,0.95299,0.4564
Anxiety,0.01485,0.50054,0.08386,0.0774,0.94637,0.54165
Anxiety,0.02383,0.44146,0.02788,0.0876,0.89381,0.51736
Anxiety,0.05569,0.54063,0.03576,0.05265,0.98941,0.56818
Anxiety,0.02088,0.45138,0.01869,0.1307,0.96899,0.53286
Anxiety,0.03816,0.41005,0.03214,0.21553,0.85413,0.48986
Anxiety,0.03111,0.49692,0.00609,0.09433,0.97418,0.46782
Anxiety,0.11499,0.52015,0.03876,0.02056,0.89878,0.44955
Anxiety,0.09438,0.54149,0.02287,0.04013,0.92275,0.59714
Anxiety,0.11208,0.50655,0.06127,0.07821,0.82769,0.4227
Anxiety,0.08431,0.55534,0.10109,0.05281,0.9977,0.46543
Anxiety,0.06308,0.44191,0.03762,0.03437,0.99627,0.41957
Anxiety,0.00617,0.46388,0.02326,0.05635,0.99788,0.48336
Anxiety,0.01613,0.55596,0.01479,0.00521,0.8633,0.48828
Anxiety,0.09091,0.47995,0.10425,0.04322,0.83785,0.49511
Anxiety,0.04797,0.44322,0.01785,0.03817,0.97336,0.50994
Anxiety,0.03248,0.50979,0.00131,0.0772,0.95656,0.45455
Anxiety,0.01364,0.60004,0.00379,0.11075,0.91797,0.59119
Anxiety,0.07555,0.52801,0.01964,0.02045,0.81065,0.43474
Anxiety,0.00979,0.54357,0.01872,0.05762,0.82015,0.42876
Anxiety,0.21546,0.39864,0.02503,0.12573,0.8582,0.47622
Anxiety,0.06218,0.4407,0.00274,0.02119,0.90619,0.41866
Anxiety,0.10694,0.56607,0.06376,0.15484,0.87375,0.46495
Anxiety,0.07698,0.53898,0.03445,0.02215,0.94878,0.50399
Anxiety,0.217,0.49445,0.0387,0.00481,0.84457,0.45285
Anxiety,0.09967,0.54536,0.00101,0.01525,0.83058,0.57908
Anxiety,0.20209,0.46725,0.00797,0.10854,0.86649,0.54819
Anxiety,0.12151,0.46355,0.01186,0.14301,0.89593,0.59133
Anxiety,0.02045,0.54012,0.01908,0.07803,0.92228,0.55263
Anxiety,0.03023,0.51234,0.02954,0.06775,0.96166,0.48498
Anxiety,0.01103,0.53752,0.00206,0.09235,0.92484,0.56252
Anxiety,0.05571,0.45345,0.00467,0.02419,0.9694,0.55896
Anxiety,0.07757,0.46804,0.00221,0.05828,0.82388,0.54879
Anxiety,0.00988,0.46796,0.01207,0.08508,0.99078,0.50971
Anxiety,0.04981,0.61569,0.03087,0.14181,0.93472,0.59013
Anxiety,0.14363,0.5471,0.10596,0.10216,0.92334,0.4491
Anxiety,0.1158,0.4963,0.02233,0.1132,0.87884,0.52415
Anxiety,0.08289,0.52574,0.02194,0.12176,0.85189,0.41686
Anxiety,0.05954,0.48717,0.02431,0.00042,0.84745,0.48295
Anxiety,0.1427,0.42286,0.05846,0.11585,0.92509,0.45604
Anxiety,0.11214,0.44106,0.05141,0.08765,0.9465,0.50259
Anxiety,0.08438,0.51125,0.01566,0.14361,0.95996,0.47413
Anxiety,0.09148,0.4735,0.04803,0.12452,0.96052,0.49078
Anxiety,0.12559,0.528,0.06995,0.17812,0.80849,0.53757
Anxiety,0.05634,0.53407,0.01417,0.12072,0.86794,0.54071
Anxiety,0.01266,0.56102,0.07601,0.07587,0.80865,0.49164
Anxiety,0.04116,0.47431,0.02128,0.0252,0.83044,0.54126
Anxiety,0.13952,0.49824,0.07075,0.07211,0.96302,0.4688
Anxiety,0.07958,0.45288,0.07063,0.14382,0.89976,0.55503
Anxiety,0.02917,0.47088,0.04553,0.15961,0.98218,0.53525
Anxiety,0.02259,0.63311,0.07995,0.06127,0.8979,0.4956
Anxiety,0.06484,0.52597,0.04572,0.03585,0.86807,0.42018
Anxiety,0.22704,0.47759,0.01207,0.01561,0.84461,0.51241
Anxiety,0.04848,0.45164,0.07407,0.11878,0.87338,0.47244
Anxiety,0.17662,0.44099,0.02584,0.04298,0.90944,0.56545
Anxiety,0.03728,0.46604,0.04627,0.07599,0.8167,0.47602
Anxiety,0.05265,0.48062,0.01524,0.16882,0.99898,0.49172
Anxiety,0.20988,0.46444,0.07336,0.02987,0.96799,0.50968
Anxiety,0.01051,0.53882,0.03777,0.00229,0.93626,0.53515
Anxiety,0.09895,0.51978,0.02037,0.18844,0.81314,0.49015
Anxiety,0.05826,0.51749,0.00237,0.08163,0.87632,0.51149
Anxiety,0.02288,0.56896,0.00206,0.00876,0.9179,0.52806
Anxiety,0.01009,0.49308,0.00499,0.02488,0.91463,0.57176
Anxiety,0.00878,0.46865,0.02506,0.13905,0.99295,0.50677
Anxiety,0.04345,0.52792,0.04614,0.01973,0.99138,0.47955
Anxiety,0.11405,0.53715,0.01238,0.01583,0.89775,0.45941
Anxiety,0.00916,0.45013,0.0433,0.11882,0.94776,0.40569
Anxiety,0.00656,0.55998,0.04305,0.0003,0.95856,0.40354
Anxiety,0.02338,0.63848,0.03664,0.10733,0.81586,0.40861
Anxiety,0.04535,0.5164,0.00908,0.12702,0.98388,0.59084
Anxiety,0.22547,0.54434,0.0164,0.11407,0.91841,0.41091
Anxiety,0.13199,0.53048,0.00941,0.01228,0.98522,0.40682
Anxiety,0.0604,0.46692,0.00866,0.0248,0.801,0.44163
Anxiety,0.05757,0.52792,0.04295,0.05362,0.89559,0.57033
Anxiety,0.04314,0.42188,0.06736,0.11102,0.86298,0.44865
Anxiety,0.0574,0.60337,0.00349,0.10547,0.88045,0.52764
Anxiety,0.03918,0.38521,0.0584,0.07707,0.81472,0.52196
Anxiety,0.05637,0.49308,0.04962,0.12008,0.82791,0.41873
Anxiety,0.06125,0.47112,0.02168,0.0161,0.88142,0.4918
Anxiety,0.07962,0.48963,0.00125,0.07336,0.99608,0.42917
Anxiety,0.06557,0.40415,0.02624,0.11879,0.86295,0.4185
Anxiety,0.03604,0.58534,0.04606,0.0464,0.88203,0.5075
Anxiety,0.08323,0.48275,0.00977,0.04703,0.90738,0.47446
Anxiety,0.03425,0.42164,0.00066,0.15717,0.97952,0.5741
Anxiety,0.16793,0.5191,0.09091,0.17534,0.98571,0.4652
Anxiety,0.1297,0.45659,0.02858,0.09453,0.95908,0.48659
Anxiety,0.02018,0.40636,0.02747,0.02506,0.92403,0.44827
Anxiety,0.04293,0.46599,0.01425,0.02133,0.80556,0.4797
Anxiety,0.11995,0.49474,0.04957,0.12382,0.95671,0.58609
Anxiety,0.04487,0.58399,0.0376,0.11544,0.83769,0.54604
Anxiety,0.00029,0.53879,0.00122,0.03802,0.94629,0.50405
Anxiety,0.02081,0.51956,0.02978,0.06933,0.959,0.53356
Anxiety,0.0188,0.47157,0.04568,0.03205,0.95257,0.46433
Anxiety,0.00487,0.49794,0.08242,0.04616,0.99621,0.48918
Anxiety,0.10217,0.47051,0.01542,0.15318,0.99115,0.57574
Anxiety,0.01357,0.43402,0.02172,0.05453,0.89323,0.42787
Anxiety,0.09504,0.50665,0.04744,0.15265,0.99391,0.55209
Anxiety,0.06328,0.49522,0.10793,0.04286,0.89858,0.59418
Anxiety,0.07471,0.57288,0.1046,0.03295,0.88378,0.5722
Anxiety,0.02791,0.57907,0.04021,0.11901,0.86378,0.49549
Anxiety,0.12676,0.50426,0.00395,0.09518,0.98484,0.51561
Anxiety,0.17269,0.47588,0.05656,0.02251,0.84376,0.56473
